,Year,Cause of death,Race,Deaths
4938,2020.0,Appendix - Malignant neoplasms,White,18.0
4939,2020.0,"Colon, unspecified - Malignant neoplasms",Black or African American,81.0
4940,2020.0,"Colon, unspecified - Malignant neoplasms",White,626.0
4941,2020.0,Malignant neoplasm of rectosigmoid junction,White,55.0
4942,2020.0,Malignant neoplasm of rectum,Black or African American,12.0
4943,2020.0,Malignant neoplasm of rectum,White,153.0
4944,2020.0,"Anus, unspecified - Malignant neoplasms",White,22.0
4945,2020.0,Liver cell carcinoma - Malignant neoplasms,Asian or Pacific Islander,14.0
4946,2020.0,Liver cell carcinoma - Malignant neoplasms,Black or African American,34.0
4947,2020.0,Liver cell carcinoma - Malignant neoplasms,White,188.0
4948,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,Black or African American,19.0
4949,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,White,115.0
4950,2020.0,"Liver, unspecified - Malignant neoplasms",Black or African American,25.0
4951,2020.0,"Liver, unspecified - Malignant neoplasms",White,154.0
4952,2020.0,Malignant neoplasm of gallbladder,Black or African American,10.0
4953,2020.0,Malignant neoplasm of gallbladder,White,35.0
4954,2020.0,Head of pancreas - Malignant neoplasms,White,10.0
4955,2020.0,"Pancreas, unspecified - Malignant neoplasms",Asian or Pacific Islander,10.0
4956,2020.0,"Pancreas, unspecified - Malignant neoplasms",Black or African American,88.0
4957,2020.0,"Pancreas, unspecified - Malignant neoplasms",White,823.0
4958,2020.0,Ill-defined sites within the digestive system - Malignant neoplasms,White,19.0
4959,2020.0,Supraglottis - Malignant neoplasms,White,16.0
4960,2020.0,"Larynx, unspecified - Malignant neoplasms",White,68.0
4961,2020.0,"Upper lobe, bronchus or lung - Malignant neoplasms",White,33.0
4962,2020.0,"Lower lobe, bronchus or lung - Malignant neoplasms",White,18.0
4963,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",American Indian or Alaska Native,10.0
4964,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",Asian or Pacific Islander,20.0
4965,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",Black or African American,300.0
4966,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",White,3092.0
4967,2020.0,"Bone and articular cartilage, unspecified - Malignant neoplasms",White,18.0
4968,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",White,176.0
4969,2020.0,Skin of scalp and neck - Malignant neoplasms,White,23.0
4970,2020.0,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",White,35.0
4971,2020.0,"Mesothelioma, unspecified - Malignant neoplasms",White,19.0
4972,2020.0,"Peritoneum, unspecified - Malignant neoplasms",White,24.0
4973,2020.0,Connective and soft tissue of abdomen - Malignant neoplasms,White,11.0
4974,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",Black or African American,14.0
4975,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",White,67.0
4976,2020.0,"Breast, unspecified - Malignant neoplasms",Black or African American,105.0
4977,2020.0,"Breast, unspecified - Malignant neoplasms",White,704.0
4978,2020.0,"Vulva, unspecified - Malignant neoplasms",White,23.0
4979,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",Black or African American,12.0
4980,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",White,86.0
4981,2020.0,Endometrium - Malignant neoplasms,Black or African American,23.0
4982,2020.0,Endometrium - Malignant neoplasms,White,117.0
4983,2020.0,"Malignant neoplasm of uterus, part unspecified",Black or African American,17.0
4984,2020.0,"Malignant neoplasm of uterus, part unspecified",White,73.0
4985,2020.0,Malignant neoplasm of ovary,Black or African American,13.0
4986,2020.0,Malignant neoplasm of ovary,White,237.0
4987,2020.0,Fallopian tube - Malignant neoplasms,White,14.0
4988,2020.0,Malignant neoplasm of prostate,Black or African American,88.0
4989,2020.0,Malignant neoplasm of prostate,White,517.0
4990,2020.0,"Malignant neoplasm of kidney, except renal pelvis",Black or African American,31.0
4991,2020.0,"Malignant neoplasm of kidney, except renal pelvis",White,291.0
4992,2020.0,Malignant neoplasm of ureter,White,16.0
4993,2020.0,"Bladder, unspecified - Malignant neoplasms",Black or African American,22.0
4994,2020.0,"Bladder, unspecified - Malignant neoplasms",White,300.0
4995,2020.0,"Brain, unspecified - Malignant neoplasms",Black or African American,16.0
4996,2020.0,"Brain, unspecified - Malignant neoplasms",White,323.0
4997,2020.0,Malignant neoplasm of thyroid gland,White,30.0
4998,2020.0,Abdomen - Malignant neoplasms,White,10.0
4999,2020.0,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,White,17.0
5000,2020.0,Secondary malignant neoplasm of liver - Malignant neoplasms,White,34.0
5001,2020.0,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,White,13.0
5002,2020.0,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,White,17.0
5003,2020.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,White,52.0
5004,2020.0,Malignant neoplasm without specification of site,Asian or Pacific Islander,12.0
5005,2020.0,Malignant neoplasm without specification of site,Black or African American,92.0
5006,2020.0,Malignant neoplasm without specification of site,White,650.0
5007,2020.0,"Hodgkin disease, unspecified",White,28.0
5008,2020.0,"Follicular non-Hodgkin lymphoma, unspecified",White,23.0
5009,2020.0,Non-Hodgkin lymphoma small cleaved cell (diffuse),White,33.0
5010,2020.0,Non-Hodgkin lymphoma large cell (diffuse),Black or African American,15.0
5011,2020.0,Non-Hodgkin lymphoma large cell (diffuse),White,94.0
5012,2020.0,Other and unspecified T-cell lymphomas - Malignant neoplasms,White,17.0
5013,2020.0,"B-cell lymphoma, unspecified - Malignant neoplasms",White,78.0
5014,2020.0,"Non-Hodgkin lymphoma, unspecified type",White,137.0
5015,2020.0,Multiple myeloma - Malignant neoplasms,Black or African American,43.0
5016,2020.0,Multiple myeloma - Malignant neoplasms,White,210.0
5017,2020.0,Acute lymphoblastic leukaemia - Malignant neoplasms,White,20.0
5018,2020.0,Chronic lymphocytic leukaemia - Malignant neoplasms,White,91.0
5019,2020.0,Acute myeloid leukaemia - Malignant neoplasms,White,189.0
5020,2020.0,Chronic myeloid leukaemia - Malignant neoplasms,White,31.0
5021,2020.0,Acute leukaemia of unspecified cell type - Malignant neoplasms,White,33.0
5022,2020.0,"Leukaemia, unspecified - Malignant neoplasms",White,37.0
5023,2020.0,Malignant neoplasms of independent (primary) multiple sites,Black or African American,10.0
5024,2020.0,Malignant neoplasms of independent (primary) multiple sites,White,121.0
5025,2020.0,"Meninges, unspecified - Benign neoplasms",White,11.0
5026,2020.0,Colon - Uncertain neoplasms,White,10.0
5027,2020.0,"Trachea, bronchus and lung - Uncertain neoplasms",White,22.0
5028,2020.0,"Brain, unspecified - Uncertain neoplasms",White,30.0
5029,2020.0,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",White,147.0
5030,2020.0,Chronic myeloproliferative disease - Uncertain neoplasms,White,30.0
5031,2020.0,Connective and other soft tissue - Uncertain neoplasms,White,10.0
5067,2020.0,"Tongue, unspecified - Malignant neoplasms",White,10.0
5068,2020.0,"Oesophagus, unspecified - Malignant neoplasms",White,60.0
5069,2020.0,"Stomach, unspecified - Malignant neoplasms",White,16.0
5070,2020.0,"Colon, unspecified - Malignant neoplasms",White,93.0
5071,2020.0,Malignant neoplasm of rectosigmoid junction,White,13.0
5072,2020.0,Malignant neoplasm of rectum,White,33.0
5073,2020.0,Liver cell carcinoma - Malignant neoplasms,White,53.0
5074,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,White,30.0
5075,2020.0,"Liver, unspecified - Malignant neoplasms",White,20.0
5076,2020.0,"Pancreas, unspecified - Malignant neoplasms",White,139.0
5077,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",American Indian or Alaska Native,25.0
5078,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",White,400.0
5079,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",White,27.0
5080,2020.0,"Mesothelioma, unspecified - Malignant neoplasms",White,10.0
5081,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",White,14.0
5082,2020.0,"Breast, unspecified - Malignant neoplasms",White,129.0
5083,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",White,10.0
5084,2020.0,Endometrium - Malignant neoplasms,White,21.0
5085,2020.0,"Malignant neoplasm of uterus, part unspecified",White,19.0
5086,2020.0,Malignant neoplasm of ovary,White,36.0
5087,2020.0,Malignant neoplasm of prostate,White,139.0
5088,2020.0,"Malignant neoplasm of kidney, except renal pelvis",White,56.0
5089,2020.0,"Bladder, unspecified - Malignant neoplasms",White,66.0
5090,2020.0,"Brain, unspecified - Malignant neoplasms",White,63.0
5091,2020.0,Malignant neoplasm of thyroid gland,White,10.0
5092,2020.0,Malignant neoplasm without specification of site,White,139.0
5093,2020.0,Non-Hodgkin lymphoma large cell (diffuse),White,15.0
5094,2020.0,"Non-Hodgkin lymphoma, unspecified type",White,21.0
5095,2020.0,Multiple myeloma - Malignant neoplasms,White,59.0
5096,2020.0,Chronic lymphocytic leukaemia - Malignant neoplasms,White,17.0
5097,2020.0,Acute myeloid leukaemia - Malignant neoplasms,White,31.0
5098,2020.0,Malignant neoplasms of independent (primary) multiple sites,White,44.0
5099,2020.0,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",White,34.0
5142,2020.0,"Tongue, unspecified - Malignant neoplasms",White,20.0
5143,2020.0,"Oropharynx, unspecified - Malignant neoplasms",White,11.0
5144,2020.0,"Oesophagus, unspecified - Malignant neoplasms",White,103.0
5145,2020.0,"Stomach, unspecified - Malignant neoplasms",White,40.0
5146,2020.0,"Colon, unspecified - Malignant neoplasms",Black or African American,11.0
5147,2020.0,"Colon, unspecified - Malignant neoplasms",White,235.0
5148,2020.0,Malignant neoplasm of rectosigmoid junction,White,23.0
5149,2020.0,Malignant neoplasm of rectum,White,45.0
5150,2020.0,Liver cell carcinoma - Malignant neoplasms,White,47.0
5151,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,White,40.0
5152,2020.0,"Liver, unspecified - Malignant neoplasms",White,17.0
5153,2020.0,Malignant neoplasm of gallbladder,White,20.0
5154,2020.0,"Pancreas, unspecified - Malignant neoplasms",Black or African American,17.0
5155,2020.0,"Pancreas, unspecified - Malignant neoplasms",White,259.0
5156,2020.0,Ill-defined sites within the digestive system - Malignant neoplasms,White,11.0
5157,2020.0,"Larynx, unspecified - Malignant neoplasms",White,15.0
5158,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",Black or African American,35.0
5159,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",White,662.0
5160,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",White,41.0
5161,2020.0,Skin of scalp and neck - Malignant neoplasms,White,10.0
5162,2020.0,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",White,17.0
5163,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",White,19.0
5164,2020.0,"Breast, unspecified - Malignant neoplasms",Black or African American,10.0
5165,2020.0,"Breast, unspecified - Malignant neoplasms",White,265.0
5166,2020.0,"Vulva, unspecified - Malignant neoplasms",White,13.0
5167,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",White,21.0
5168,2020.0,Endometrium - Malignant neoplasms,White,37.0
5169,2020.0,"Malignant neoplasm of uterus, part unspecified",White,19.0
5170,2020.0,Malignant neoplasm of ovary,White,69.0
5171,2020.0,Malignant neoplasm of prostate,Black or African American,11.0
5172,2020.0,Malignant neoplasm of prostate,White,182.0
5173,2020.0,"Malignant neoplasm of kidney, except renal pelvis",White,73.0
5174,2020.0,"Bladder, unspecified - Malignant neoplasms",White,83.0
5175,2020.0,"Brain, unspecified - Malignant neoplasms",White,105.0
5176,2020.0,Malignant neoplasm of thyroid gland,White,12.0
5177,2020.0,Secondary malignant neoplasm of liver - Malignant neoplasms,White,15.0
5178,2020.0,Malignant neoplasm without specification of site,White,158.0
5179,2020.0,Non-Hodgkin lymphoma large cell (diffuse),White,24.0
5180,2020.0,"B-cell lymphoma, unspecified - Malignant neoplasms",White,29.0
5181,2020.0,"Non-Hodgkin lymphoma, unspecified type",White,45.0
5182,2020.0,Multiple myeloma - Malignant neoplasms,White,67.0
5183,2020.0,Chronic lymphocytic leukaemia - Malignant neoplasms,White,28.0
5184,2020.0,Acute myeloid leukaemia - Malignant neoplasms,White,66.0
5185,2020.0,Malignant neoplasms of independent (primary) multiple sites,White,37.0
5186,2020.0,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",White,45.0
5257,2020.0,"Tongue, unspecified - Malignant neoplasms",White,33.0
5258,2020.0,"Mouth, unspecified - Malignant neoplasms",White,13.0
5259,2020.0,"Pharynx, unspecified - Malignant neoplasms",White,19.0
5260,2020.0,"Oesophagus, unspecified - Malignant neoplasms",White,121.0
5261,2020.0,"Stomach, unspecified - Malignant neoplasms",White,60.0
5262,2020.0,"Colon, unspecified - Malignant neoplasms",Asian or Pacific Islander,28.0
5263,2020.0,"Colon, unspecified - Malignant neoplasms",Black or African American,41.0
5264,2020.0,"Colon, unspecified - Malignant neoplasms",White,293.0
5265,2020.0,Malignant neoplasm of rectosigmoid junction,White,25.0
5266,2020.0,Malignant neoplasm of rectum,White,56.0
5267,2020.0,Liver cell carcinoma - Malignant neoplasms,Asian or Pacific Islander,19.0
5268,2020.0,Liver cell carcinoma - Malignant neoplasms,Black or African American,10.0
5269,2020.0,Liver cell carcinoma - Malignant neoplasms,White,76.0
5270,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,White,44.0
5271,2020.0,"Liver, unspecified - Malignant neoplasms",White,89.0
5272,2020.0,Malignant neoplasm of gallbladder,White,12.0
5273,2020.0,"Pancreas, unspecified - Malignant neoplasms",Asian or Pacific Islander,29.0
5274,2020.0,"Pancreas, unspecified - Malignant neoplasms",Black or African American,44.0
5275,2020.0,"Pancreas, unspecified - Malignant neoplasms",White,325.0
5276,2020.0,"Larynx, unspecified - Malignant neoplasms",White,16.0
5277,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",Asian or Pacific Islander,100.0
5278,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",Black or African American,96.0
5279,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",White,1035.0
5280,2020.0,"Bone and articular cartilage, unspecified - Malignant neoplasms",White,11.0
5281,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",White,70.0
5282,2020.0,Skin of scalp and neck - Malignant neoplasms,White,23.0
5283,2020.0,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",White,22.0
5284,2020.0,"Mesothelioma, unspecified - Malignant neoplasms",White,10.0
5285,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",White,20.0
5286,2020.0,"Breast, unspecified - Malignant neoplasms",Asian or Pacific Islander,30.0
5287,2020.0,"Breast, unspecified - Malignant neoplasms",Black or African American,44.0
5288,2020.0,"Breast, unspecified - Malignant neoplasms",White,323.0
5289,2020.0,"Vulva, unspecified - Malignant neoplasms",White,11.0
5290,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",White,22.0
5291,2020.0,Endometrium - Malignant neoplasms,White,30.0
5292,2020.0,"Malignant neoplasm of uterus, part unspecified",White,37.0
5293,2020.0,Malignant neoplasm of ovary,Asian or Pacific Islander,11.0
5294,2020.0,Malignant neoplasm of ovary,White,109.0
5295,2020.0,Malignant neoplasm of prostate,Asian or Pacific Islander,23.0
5296,2020.0,Malignant neoplasm of prostate,Black or African American,45.0
5297,2020.0,Malignant neoplasm of prostate,White,268.0
5298,2020.0,"Malignant neoplasm of kidney, except renal pelvis",Black or African American,15.0
5299,2020.0,"Malignant neoplasm of kidney, except renal pelvis",White,122.0
5300,2020.0,"Bladder, unspecified - Malignant neoplasms",White,148.0
5301,2020.0,"Brain, unspecified - Malignant neoplasms",White,139.0
5302,2020.0,Malignant neoplasm of thyroid gland,White,15.0
5303,2020.0,Secondary malignant neoplasm of liver - Malignant neoplasms,White,20.0
5304,2020.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,White,20.0
5305,2020.0,Malignant neoplasm without specification of site,Asian or Pacific Islander,12.0
