,Notes,State,State Code,Year,Year Code,Cause of death,Cause of death Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate
1916,,Florida,12.0,2020.0,2020.0,Malignant neoplasm of rectosigmoid junction,C19,75-84 years,75-84,46.0,1502209.0,3.1
1917,,Florida,12.0,2020.0,2020.0,Malignant neoplasm of rectosigmoid junction,C19,85+ years,85+,37.0,596309.0,6.2
1918,,Florida,12.0,2020.0,2020.0,Malignant neoplasm of rectum,C20,65-74 years,65-74,124.0,2539576.0,4.9
1919,,Florida,12.0,2020.0,2020.0,Malignant neoplasm of rectum,C20,75-84 years,75-84,113.0,1502209.0,7.5
1920,,Florida,12.0,2020.0,2020.0,Malignant neoplasm of rectum,C20,85+ years,85+,74.0,596309.0,12.4
1921,,Florida,12.0,2020.0,2020.0,"Anus, unspecified - Malignant neoplasms",C21.0,65-74 years,65-74,18.0,2539576.0,Unreliable
1922,,Florida,12.0,2020.0,2020.0,"Anus, unspecified - Malignant neoplasms",C21.0,75-84 years,75-84,14.0,1502209.0,Unreliable
1923,,Florida,12.0,2020.0,2020.0,"Anus, unspecified - Malignant neoplasms",C21.0,85+ years,85+,15.0,596309.0,Unreliable
1924,,Florida,12.0,2020.0,2020.0,Liver cell carcinoma - Malignant neoplasms,C22.0,65-74 years,65-74,330.0,2539576.0,13
1925,,Florida,12.0,2020.0,2020.0,Liver cell carcinoma - Malignant neoplasms,C22.0,75-84 years,75-84,172.0,1502209.0,11.4
1926,,Florida,12.0,2020.0,2020.0,Liver cell carcinoma - Malignant neoplasms,C22.0,85+ years,85+,61.0,596309.0,10.2
1927,,Florida,12.0,2020.0,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,65-74 years,65-74,156.0,2539576.0,6.1
1928,,Florida,12.0,2020.0,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,75-84 years,75-84,151.0,1502209.0,10.1
1929,,Florida,12.0,2020.0,2020.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,85+ years,85+,60.0,596309.0,10.1
1930,,Florida,12.0,2020.0,2020.0,"Liver, unspecified - Malignant neoplasms",C22.9,65-74 years,65-74,248.0,2539576.0,9.8
1931,,Florida,12.0,2020.0,2020.0,"Liver, unspecified - Malignant neoplasms",C22.9,75-84 years,75-84,194.0,1502209.0,12.9
1932,,Florida,12.0,2020.0,2020.0,"Liver, unspecified - Malignant neoplasms",C22.9,85+ years,85+,121.0,596309.0,20.3
1933,,Florida,12.0,2020.0,2020.0,Malignant neoplasm of gallbladder,C23,65-74 years,65-74,30.0,2539576.0,1.2
1934,,Florida,12.0,2020.0,2020.0,Malignant neoplasm of gallbladder,C23,75-84 years,75-84,40.0,1502209.0,2.7
1935,,Florida,12.0,2020.0,2020.0,Malignant neoplasm of gallbladder,C23,85+ years,85+,19.0,596309.0,Unreliable
1936,,Florida,12.0,2020.0,2020.0,Extrahepatic bile duct - Malignant neoplasms,C24.0,65-74 years,65-74,15.0,2539576.0,Unreliable
1937,,Florida,12.0,2020.0,2020.0,Extrahepatic bile duct - Malignant neoplasms,C24.0,75-84 years,75-84,21.0,1502209.0,1.4
1938,,Florida,12.0,2020.0,2020.0,Extrahepatic bile duct - Malignant neoplasms,C24.0,85+ years,85+,18.0,596309.0,Unreliable
1939,,Florida,12.0,2020.0,2020.0,"Biliary tract, unspecified - Malignant neoplasms",C24.9,65-74 years,65-74,10.0,2539576.0,Unreliable
1940,,Florida,12.0,2020.0,2020.0,"Biliary tract, unspecified - Malignant neoplasms",C24.9,75-84 years,75-84,17.0,1502209.0,Unreliable
1941,,Florida,12.0,2020.0,2020.0,Head of pancreas - Malignant neoplasms,C25.0,65-74 years,65-74,15.0,2539576.0,Unreliable
1942,,Florida,12.0,2020.0,2020.0,Head of pancreas - Malignant neoplasms,C25.0,75-84 years,75-84,11.0,1502209.0,Unreliable
1943,,Florida,12.0,2020.0,2020.0,Pancreatic duct - Malignant neoplasms,C25.3,75-84 years,75-84,14.0,1502209.0,Unreliable
1944,,Florida,12.0,2020.0,2020.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,65-74 years,65-74,1072.0,2539576.0,42.2
1945,,Florida,12.0,2020.0,2020.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,75-84 years,75-84,1051.0,1502209.0,70
1946,,Florida,12.0,2020.0,2020.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,85+ years,85+,553.0,596309.0,92.7
1947,,Florida,12.0,2020.0,2020.0,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,65-74 years,65-74,32.0,2539576.0,1.3
1948,,Florida,12.0,2020.0,2020.0,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,75-84 years,75-84,37.0,1502209.0,2.5
1949,,Florida,12.0,2020.0,2020.0,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,85+ years,85+,25.0,596309.0,4.2
1950,,Florida,12.0,2020.0,2020.0,"Larynx, unspecified - Malignant neoplasms",C32.9,65-74 years,65-74,100.0,2539576.0,3.9
1951,,Florida,12.0,2020.0,2020.0,"Larynx, unspecified - Malignant neoplasms",C32.9,75-84 years,75-84,82.0,1502209.0,5.5
1952,,Florida,12.0,2020.0,2020.0,"Larynx, unspecified - Malignant neoplasms",C32.9,85+ years,85+,36.0,596309.0,6
1953,,Florida,12.0,2020.0,2020.0,"Upper lobe, bronchus or lung - Malignant neoplasms",C34.1,65-74 years,65-74,28.0,2539576.0,1.1
1954,,Florida,12.0,2020.0,2020.0,"Upper lobe, bronchus or lung - Malignant neoplasms",C34.1,75-84 years,75-84,29.0,1502209.0,1.9
1955,,Florida,12.0,2020.0,2020.0,"Upper lobe, bronchus or lung - Malignant neoplasms",C34.1,85+ years,85+,16.0,596309.0,Unreliable
1956,,Florida,12.0,2020.0,2020.0,"Lower lobe, bronchus or lung - Malignant neoplasms",C34.3,65-74 years,65-74,20.0,2539576.0,0.8
1957,,Florida,12.0,2020.0,2020.0,"Lower lobe, bronchus or lung - Malignant neoplasms",C34.3,75-84 years,75-84,17.0,1502209.0,Unreliable
1958,,Florida,12.0,2020.0,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,65-74 years,65-74,3380.0,2539576.0,133.1
1959,,Florida,12.0,2020.0,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,75-84 years,75-84,3324.0,1502209.0,221.3
1960,,Florida,12.0,2020.0,2020.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,85+ years,85+,1575.0,596309.0,264.1
1961,,Florida,12.0,2020.0,2020.0,"Bone and articular cartilage, unspecified - Malignant neoplasms",C41.9,65-74 years,65-74,15.0,2539576.0,Unreliable
1962,,Florida,12.0,2020.0,2020.0,"Bone and articular cartilage, unspecified - Malignant neoplasms",C41.9,75-84 years,75-84,20.0,1502209.0,1.3
1963,,Florida,12.0,2020.0,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,65-74 years,65-74,188.0,2539576.0,7.4
1964,,Florida,12.0,2020.0,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,75-84 years,75-84,171.0,1502209.0,11.4
1965,,Florida,12.0,2020.0,2020.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,85+ years,85+,114.0,596309.0,19.1
1966,,Florida,12.0,2020.0,2020.0,Skin of other and unspecified parts of face - Malignant neoplasms,C44.3,75-84 years,75-84,10.0,1502209.0,Unreliable
1967,,Florida,12.0,2020.0,2020.0,Skin of other and unspecified parts of face - Malignant neoplasms,C44.3,85+ years,85+,10.0,596309.0,Unreliable
1968,,Florida,12.0,2020.0,2020.0,Skin of scalp and neck - Malignant neoplasms,C44.4,65-74 years,65-74,39.0,2539576.0,1.5
1969,,Florida,12.0,2020.0,2020.0,Skin of scalp and neck - Malignant neoplasms,C44.4,75-84 years,75-84,29.0,1502209.0,1.9
1970,,Florida,12.0,2020.0,2020.0,Skin of scalp and neck - Malignant neoplasms,C44.4,85+ years,85+,30.0,596309.0,5
1971,,Florida,12.0,2020.0,2020.0,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,65-74 years,65-74,29.0,2539576.0,1.1
1972,,Florida,12.0,2020.0,2020.0,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,75-84 years,75-84,61.0,1502209.0,4.1
1973,,Florida,12.0,2020.0,2020.0,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,85+ years,85+,72.0,596309.0,12.1
1974,,Florida,12.0,2020.0,2020.0,Mesothelioma of pleura - Malignant neoplasms,C45.0,75-84 years,75-84,15.0,1502209.0,Unreliable
1975,,Florida,12.0,2020.0,2020.0,Mesothelioma of other sites - Malignant neoplasms,C45.7,75-84 years,75-84,11.0,1502209.0,Unreliable
1976,,Florida,12.0,2020.0,2020.0,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,65-74 years,65-74,35.0,2539576.0,1.4
1977,,Florida,12.0,2020.0,2020.0,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,75-84 years,75-84,54.0,1502209.0,3.6
1978,,Florida,12.0,2020.0,2020.0,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,85+ years,85+,25.0,596309.0,4.2
1979,,Florida,12.0,2020.0,2020.0,"Peritoneum, unspecified - Malignant neoplasms",C48.2,65-74 years,65-74,19.0,2539576.0,Unreliable
1980,,Florida,12.0,2020.0,2020.0,"Peritoneum, unspecified - Malignant neoplasms",C48.2,75-84 years,75-84,14.0,1502209.0,Unreliable
1981,,Florida,12.0,2020.0,2020.0,Connective and soft tissue of abdomen - Malignant neoplasms,C49.4,65-74 years,65-74,10.0,2539576.0,Unreliable
1982,,Florida,12.0,2020.0,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,65-74 years,65-74,79.0,2539576.0,3.1
1983,,Florida,12.0,2020.0,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,75-84 years,75-84,57.0,1502209.0,3.8
1984,,Florida,12.0,2020.0,2020.0,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,85+ years,85+,30.0,596309.0,5
1985,,Florida,12.0,2020.0,2020.0,"Breast, unspecified - Malignant neoplasms",C50.9,65-74 years,65-74,770.0,2539576.0,30.3
1986,,Florida,12.0,2020.0,2020.0,"Breast, unspecified - Malignant neoplasms",C50.9,75-84 years,75-84,676.0,1502209.0,45
1987,,Florida,12.0,2020.0,2020.0,"Breast, unspecified - Malignant neoplasms",C50.9,85+ years,85+,522.0,596309.0,87.5
1988,,Florida,12.0,2020.0,2020.0,"Vulva, unspecified - Malignant neoplasms",C51.9,65-74 years,65-74,20.0,2539576.0,0.8
1989,,Florida,12.0,2020.0,2020.0,"Vulva, unspecified - Malignant neoplasms",C51.9,75-84 years,75-84,32.0,1502209.0,2.1
1990,,Florida,12.0,2020.0,2020.0,"Vulva, unspecified - Malignant neoplasms",C51.9,85+ years,85+,25.0,596309.0,4.2
1991,,Florida,12.0,2020.0,2020.0,Malignant neoplasm of vagina,C52,85+ years,85+,13.0,596309.0,Unreliable
1992,,Florida,12.0,2020.0,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,65-74 years,65-74,79.0,2539576.0,3.1
1993,,Florida,12.0,2020.0,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,75-84 years,75-84,42.0,1502209.0,2.8
1994,,Florida,12.0,2020.0,2020.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,85+ years,85+,30.0,596309.0,5
1995,,Florida,12.0,2020.0,2020.0,Endometrium - Malignant neoplasms,C54.1,65-74 years,65-74,174.0,2539576.0,6.9
1996,,Florida,12.0,2020.0,2020.0,Endometrium - Malignant neoplasms,C54.1,75-84 years,75-84,123.0,1502209.0,8.2
1997,,Florida,12.0,2020.0,2020.0,Endometrium - Malignant neoplasms,C54.1,85+ years,85+,49.0,596309.0,8.2
1998,,Florida,12.0,2020.0,2020.0,"Malignant neoplasm of uterus, part unspecified",C55,65-74 years,65-74,118.0,2539576.0,4.6
1999,,Florida,12.0,2020.0,2020.0,"Malignant neoplasm of uterus, part unspecified",C55,75-84 years,75-84,89.0,1502209.0,5.9
2000,,Florida,12.0,2020.0,2020.0,"Malignant neoplasm of uterus, part unspecified",C55,85+ years,85+,49.0,596309.0,8.2
2001,,Florida,12.0,2020.0,2020.0,Malignant neoplasm of ovary,C56,65-74 years,65-74,295.0,2539576.0,11.6
2002,,Florida,12.0,2020.0,2020.0,Malignant neoplasm of ovary,C56,75-84 years,75-84,294.0,1502209.0,19.6
2003,,Florida,12.0,2020.0,2020.0,Malignant neoplasm of ovary,C56,85+ years,85+,129.0,596309.0,21.6
2004,,Florida,12.0,2020.0,2020.0,Fallopian tube - Malignant neoplasms,C57.0,65-74 years,65-74,12.0,2539576.0,Unreliable
2005,,Florida,12.0,2020.0,2020.0,Malignant neoplasm of prostate,C61,65-74 years,65-74,569.0,2539576.0,22.4
2006,,Florida,12.0,2020.0,2020.0,Malignant neoplasm of prostate,C61,75-84 years,75-84,854.0,1502209.0,56.8
2007,,Florida,12.0,2020.0,2020.0,Malignant neoplasm of prostate,C61,85+ years,85+,802.0,596309.0,134.5
2008,,Florida,12.0,2020.0,2020.0,"Malignant neoplasm of kidney, except renal pelvis",C64,65-74 years,65-74,298.0,2539576.0,11.7
2009,,Florida,12.0,2020.0,2020.0,"Malignant neoplasm of kidney, except renal pelvis",C64,75-84 years,75-84,294.0,1502209.0,19.6
2010,,Florida,12.0,2020.0,2020.0,"Malignant neoplasm of kidney, except renal pelvis",C64,85+ years,85+,192.0,596309.0,32.2
2011,,Florida,12.0,2020.0,2020.0,Malignant neoplasm of ureter,C66,75-84 years,75-84,12.0,1502209.0,Unreliable
2012,,Florida,12.0,2020.0,2020.0,"Bladder, unspecified - Malignant neoplasms",C67.9,65-74 years,65-74,289.0,2539576.0,11.4
2013,,Florida,12.0,2020.0,2020.0,"Bladder, unspecified - Malignant neoplasms",C67.9,75-84 years,75-84,463.0,1502209.0,30.8
2014,,Florida,12.0,2020.0,2020.0,"Bladder, unspecified - Malignant neoplasms",C67.9,85+ years,85+,491.0,596309.0,82.3
2015,,Florida,12.0,2020.0,2020.0,Urethra - Malignant neoplasms,C68.0,75-84 years,75-84,10.0,1502209.0,Unreliable
2016,,Florida,12.0,2020.0,2020.0,"Urinary organ, unspecified - Malignant neoplasms",C68.9,85+ years,85+,10.0,596309.0,Unreliable
2017,,Florida,12.0,2020.0,2020.0,"Brain, unspecified - Malignant neoplasms",C71.9,65-74 years,65-74,398.0,2539576.0,15.7
2018,,Florida,12.0,2020.0,2020.0,"Brain, unspecified - Malignant neoplasms",C71.9,75-84 years,75-84,274.0,1502209.0,18.2
2019,,Florida,12.0,2020.0,2020.0,"Brain, unspecified - Malignant neoplasms",C71.9,85+ years,85+,110.0,596309.0,18.4
2020,,Florida,12.0,2020.0,2020.0,Malignant neoplasm of thyroid gland,C73,65-74 years,65-74,41.0,2539576.0,1.6
2021,,Florida,12.0,2020.0,2020.0,Malignant neoplasm of thyroid gland,C73,75-84 years,75-84,46.0,1502209.0,3.1
2022,,Florida,12.0,2020.0,2020.0,Malignant neoplasm of thyroid gland,C73,85+ years,85+,34.0,596309.0,5.7
2023,,Florida,12.0,2020.0,2020.0,"Head, face and neck - Malignant neoplasms",C76.0,65-74 years,65-74,25.0,2539576.0,1
2024,,Florida,12.0,2020.0,2020.0,"Head, face and neck - Malignant neoplasms",C76.0,75-84 years,75-84,11.0,1502209.0,Unreliable
2025,,Florida,12.0,2020.0,2020.0,"Head, face and neck - Malignant neoplasms",C76.0,85+ years,85+,12.0,596309.0,Unreliable
2026,,Florida,12.0,2020.0,2020.0,Abdomen - Malignant neoplasms,C76.2,75-84 years,75-84,10.0,1502209.0,Unreliable
2027,,Florida,12.0,2020.0,2020.0,Abdomen - Malignant neoplasms,C76.2,85+ years,85+,10.0,596309.0,Unreliable
2028,,Florida,12.0,2020.0,2020.0,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,C78.6,75-84 years,75-84,13.0,1502209.0,Unreliable
2029,,Florida,12.0,2020.0,2020.0,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,65-74 years,65-74,44.0,2539576.0,1.7
2030,,Florida,12.0,2020.0,2020.0,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,75-84 years,75-84,28.0,1502209.0,1.9
2031,,Florida,12.0,2020.0,2020.0,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,85+ years,85+,23.0,596309.0,3.9
2032,,Florida,12.0,2020.0,2020.0,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,C79.3,65-74 years,65-74,16.0,2539576.0,Unreliable
2033,,Florida,12.0,2020.0,2020.0,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,C79.3,75-84 years,75-84,15.0,1502209.0,Unreliable
2034,,Florida,12.0,2020.0,2020.0,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,C79.3,85+ years,85+,13.0,596309.0,Unreliable
2035,,Florida,12.0,2020.0,2020.0,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,C79.5,75-84 years,75-84,10.0,1502209.0,Unreliable
2036,,Florida,12.0,2020.0,2020.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,65-74 years,65-74,111.0,2539576.0,4.4
2037,,Florida,12.0,2020.0,2020.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,75-84 years,75-84,66.0,1502209.0,4.4
2038,,Florida,12.0,2020.0,2020.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,85+ years,85+,55.0,596309.0,9.2
2039,,Florida,12.0,2020.0,2020.0,Malignant neoplasm without specification of site,C80,65-74 years,65-74,537.0,2539576.0,21.1
2040,,Florida,12.0,2020.0,2020.0,Malignant neoplasm without specification of site,C80,75-84 years,75-84,566.0,1502209.0,37.7
2041,,Florida,12.0,2020.0,2020.0,Malignant neoplasm without specification of site,C80,85+ years,85+,448.0,596309.0,75.1
2042,,Florida,12.0,2020.0,2020.0,"Hodgkin disease, unspecified",C81.9,65-74 years,65-74,12.0,2539576.0,Unreliable
2043,,Florida,12.0,2020.0,2020.0,"Hodgkin disease, unspecified",C81.9,75-84 years,75-84,22.0,1502209.0,1.5
2044,,Florida,12.0,2020.0,2020.0,"Hodgkin disease, unspecified",C81.9,85+ years,85+,12.0,596309.0,Unreliable
2045,,Florida,12.0,2020.0,2020.0,"Follicular non-Hodgkin lymphoma, unspecified",C82.9,75-84 years,75-84,17.0,1502209.0,Unreliable
2046,,Florida,12.0,2020.0,2020.0,"Follicular non-Hodgkin lymphoma, unspecified",C82.9,85+ years,85+,11.0,596309.0,Unreliable
2047,,Florida,12.0,2020.0,2020.0,Non-Hodgkin lymphoma small cleaved cell (diffuse),C83.1,65-74 years,65-74,22.0,2539576.0,0.9
2048,,Florida,12.0,2020.0,2020.0,Non-Hodgkin lymphoma small cleaved cell (diffuse),C83.1,75-84 years,75-84,37.0,1502209.0,2.5
2049,,Florida,12.0,2020.0,2020.0,Non-Hodgkin lymphoma small cleaved cell (diffuse),C83.1,85+ years,85+,15.0,596309.0,Unreliable
2050,,Florida,12.0,2020.0,2020.0,Non-Hodgkin lymphoma large cell (diffuse),C83.3,65-74 years,65-74,79.0,2539576.0,3.1
2051,,Florida,12.0,2020.0,2020.0,Non-Hodgkin lymphoma large cell (diffuse),C83.3,75-84 years,75-84,92.0,1502209.0,6.1
2052,,Florida,12.0,2020.0,2020.0,Non-Hodgkin lymphoma large cell (diffuse),C83.3,85+ years,85+,49.0,596309.0,8.2
2053,,Florida,12.0,2020.0,2020.0,Other and unspecified T-cell lymphomas - Malignant neoplasms,C84.5,65-74 years,65-74,35.0,2539576.0,1.4
2054,,Florida,12.0,2020.0,2020.0,Other and unspecified T-cell lymphomas - Malignant neoplasms,C84.5,75-84 years,75-84,31.0,1502209.0,2.1
2055,,Florida,12.0,2020.0,2020.0,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,65-74 years,65-74,75.0,2539576.0,3
2056,,Florida,12.0,2020.0,2020.0,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,75-84 years,75-84,118.0,1502209.0,7.9
2057,,Florida,12.0,2020.0,2020.0,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,85+ years,85+,61.0,596309.0,10.2
2058,,Florida,12.0,2020.0,2020.0,"Non-Hodgkin lymphoma, unspecified type",C85.9,65-74 years,65-74,176.0,2539576.0,6.9
2059,,Florida,12.0,2020.0,2020.0,"Non-Hodgkin lymphoma, unspecified type",C85.9,75-84 years,75-84,252.0,1502209.0,16.8
2060,,Florida,12.0,2020.0,2020.0,"Non-Hodgkin lymphoma, unspecified type",C85.9,85+ years,85+,180.0,596309.0,30.2
2061,,Florida,12.0,2020.0,2020.0,Waldenstr?m macroglobulinemia,C88.0,75-84 years,75-84,15.0,1502209.0,Unreliable
2062,,Florida,12.0,2020.0,2020.0,Multiple myeloma - Malignant neoplasms,C90.0,65-74 years,65-74,263.0,2539576.0,10.4
2063,,Florida,12.0,2020.0,2020.0,Multiple myeloma - Malignant neoplasms,C90.0,75-84 years,75-84,294.0,1502209.0,19.6
2064,,Florida,12.0,2020.0,2020.0,Multiple myeloma - Malignant neoplasms,C90.0,85+ years,85+,202.0,596309.0,33.9
2065,,Florida,12.0,2020.0,2020.0,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,65-74 years,65-74,21.0,2539576.0,0.8
2066,,Florida,12.0,2020.0,2020.0,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,75-84 years,75-84,21.0,1502209.0,1.4
2067,,Florida,12.0,2020.0,2020.0,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,65-74 years,65-74,66.0,2539576.0,2.6
2068,,Florida,12.0,2020.0,2020.0,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,75-84 years,75-84,121.0,1502209.0,8.1
2069,,Florida,12.0,2020.0,2020.0,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,85+ years,85+,140.0,596309.0,23.5
2070,,Florida,12.0,2020.0,2020.0,Acute myeloid leukaemia - Malignant neoplasms,C92.0,65-74 years,65-74,226.0,2539576.0,8.9
2071,,Florida,12.0,2020.0,2020.0,Acute myeloid leukaemia - Malignant neoplasms,C92.0,75-84 years,75-84,327.0,1502209.0,21.8
2072,,Florida,12.0,2020.0,2020.0,Acute myeloid leukaemia - Malignant neoplasms,C92.0,85+ years,85+,137.0,596309.0,23
2073,,Florida,12.0,2020.0,2020.0,Chronic myeloid leukaemia - Malignant neoplasms,C92.1,65-74 years,65-74,12.0,2539576.0,Unreliable
2074,,Florida,12.0,2020.0,2020.0,Chronic myeloid leukaemia - Malignant neoplasms,C92.1,75-84 years,75-84,45.0,1502209.0,3
2075,,Florida,12.0,2020.0,2020.0,Chronic myeloid leukaemia - Malignant neoplasms,C92.1,85+ years,85+,37.0,596309.0,6.2
2076,,Florida,12.0,2020.0,2020.0,Other myeloid leukaemia - Malignant neoplasms,C92.7,65-74 years,65-74,15.0,2539576.0,Unreliable
2077,,Florida,12.0,2020.0,2020.0,Other myeloid leukaemia - Malignant neoplasms,C92.7,75-84 years,75-84,19.0,1502209.0,Unreliable
2078,,Florida,12.0,2020.0,2020.0,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,65-74 years,65-74,19.0,2539576.0,Unreliable
2079,,Florida,12.0,2020.0,2020.0,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,75-84 years,75-84,27.0,1502209.0,1.8
2080,,Florida,12.0,2020.0,2020.0,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,85+ years,85+,24.0,596309.0,4
2081,,Florida,12.0,2020.0,2020.0,"Leukaemia, unspecified - Malignant neoplasms",C95.9,65-74 years,65-74,47.0,2539576.0,1.9
2082,,Florida,12.0,2020.0,2020.0,"Leukaemia, unspecified - Malignant neoplasms",C95.9,75-84 years,75-84,77.0,1502209.0,5.1
2083,,Florida,12.0,2020.0,2020.0,"Leukaemia, unspecified - Malignant neoplasms",C95.9,85+ years,85+,63.0,596309.0,10.6
2084,,Florida,12.0,2020.0,2020.0,Malignant neoplasms of independent (primary) multiple sites,C97,65-74 years,65-74,107.0,2539576.0,4.2
